Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,Year,Spotify Streams (Millions)
Love Lies (with Normani),Love Lies,Khalid,2018-02-14,"1,865",33.6,937339123.0,96612.0,21547967.0,67.0,2018,937.339123
Bad and Boujee (feat. Lil Uzi Vert),Bad and Boujee,Migos,2016-10-28,"1,307",41.1,936450891.0,173279.0,29410941.0,66.0,2016,936.450891
ııchame La Culpa,ııchame La Culpa,Luis Fonsi,2017-11-17,607,61.4,935042457.0,92728.0,21057073.0,68.0,2017,935.042457
Lose Control,Get To Know,MEDUZA,2019-09-27,604,61.6,932911098.0,180309.0,53903360.0,66.0,2019,932.911098
Felices los 4,Felices los 4,Maluma,2017-04-21,814,53.7,932817713.0,73487.0,24333265.0,68.0,2017,932.817713
Shotgun,Staying at Tamara's,George Ezra,2018-03-23,"1,980",32.4,930662973.0,130768.0,32965801.0,71.0,2018,930.662973
Wrecking Ball,538 Hitzone Best Of 2013,Miley Cyrus,2013-01-01,"1,316",41.0,930004605.0,113036.0,73538856.0,73.0,2013,930.004605
WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,2020-11-06,524,67.0,927908363.0,192182.0,29317288.0,69.0,2020,927.908363
Bandit (with YoungBoy Never Broke Again),Death Race For Love (Bonus Track Version),Juice WRLD,2019-03-08,"1,538",37.5,925747848.0,178435.0,28731824.0,67.0,2019,925.747848
LALA,LALA - Single,Myke Towers,2023-03-22,16,299.9,925655569.0,103605.0,79944921.0,79.0,2023,925.655569
RAPSTAR,RAPSTAR,Polo G,2021-04-09,615,61.2,923823292.0,218155.0,31818910.0,72.0,2021,923.823292
No Idea,No Idea,Don Toliver,2019-05-29,529,66.8,922761340.0,176497.0,26466335.0,74.0,2019,922.76134
Last Night,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,681,58.6,922010059.0,5520.0,576014.0,50.0,2023,922.010059
Last Night,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,157,121.9,922010059.0,107189.0,61174155.0,79.0,2023,922.010059
Habits (Stay High),Habits,Tove Lo,2013-03-15,"1,658",35.9,919756735.0,144657.0,32634535.0,69.0,2013,919.756735
Adan y Eva,Adan y Eva,Paulo Londra,2018-11-05,"1,383",39.8,915772593.0,85897.0,24226776.0,70.0,2018,915.772593
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,2021-10-05,"1,104",45.4,912709169.0,94302.0,33979642.0,67.0,2021,912.709169
ily (i love you baby) (feat. Emilee),ily (feat. Emilee),Surf Mesa,2019-11-26,517,67.9,912461674.0,160875.0,50549340.0,70.0,2019,912.461674
Golden,Fine Line,Harry Styles,2019-12-13,"1,645",36.0,912294568.0,117541.0,36158508.0,70.0,2019,912.294568
MAMIII,MAMIII,Becky G,2022-02-10,337,83.1,911797058.0,80109.0,53928265.0,74.0,2022,911.797058
Bam Bam (feat. Ed Sheeran),#NAME?,Camila Cabello,2021-10-29,539,66.2,907821800.0,106835.0,71070491.0,68.0,2021,907.8218
Ballin' (with Roddy Ricch),Perfect Ten,Mustard,2019-06-28,502,68.7,907346612.0,200091.0,36757073.0,69.0,2019,907.346612
Wishing Well,Legends Never Die,Juice WRLD,2020-07-10,583,63.1,901486450.0,157381.0,25837638.0,71.0,2020,901.48645
Beautiful Things,Beautiful Things,Benson Boone,2024-01-18,7,407.2,900158751.0,73118.0,201585714.0,86.0,2024,900.158751
Bodak Yellow,Bodak Yellow,Cardi B,2017-06-16,"1,932",32.9,894360950.0,99270.0,29301256.0,66.0,2017,894.36095
"What Was I Made For? [From The Motion Picture ""Barbie""]","What Was I Made For? (From The Motion Picture ""Barbie"")",Billie Eilish,2023-07-13,69,177.6,891720245.0,114560.0,97542546.0,82.0,2023,891.720245
Something in the Orange,Something in the Orange,Zach Bryan,2022-04-22,478,70.4,891578597.0,134151.0,56220971.0,82.0,2022,891.578597
Sunroof,Sunroof,Nicky Youre,2021-12-03,334,83.8,890752779.0,104690.0,38444734.0,79.0,2021,890.752779
Criminal,Criminal,NATTI NATASHA,2017-08-18,648,59.6,889098343.0,84086.0,32287923.0,69.0,2017,889.098343
Martin & Gina,THE GOAT,Polo G,2020-05-15,516,68.0,885756212.0,212406.0,24064966.0,76.0,2020,885.756212
Low Life,EVOL,Future,2016-02-12,"1,897",33.3,884825594.0,165579.0,32192169.0,72.0,2016,884.825594
Runaway,Runaway,AURORA,2015-02-07,"1,567",37.0,884816583.0,204318.0,32928246.0,70.0,2015,884.816583
"jealousy, jealousy",SOUR,Olivia Rodrigo,2021-05-21,"1,878",33.6,884616492.0,101479.0,24049783.0,77.0,2021,884.616492
Lean Wit Me,Lean Wit Me,Juice WRLD,2018-05-22,"1,001",47.9,880781313.0,137341.0,29154307.0,72.0,2018,880.781313
Sunroof,Sunroof,Nicky Youre,2021-11-26,279,92.3,879708559.0,44652.0,23104189.0,12.0,2021,879.708559
Boss Bitch,Boss Bitch,Doja Cat,2020-01-23,"1,352",40.3,878349171.0,126275.0,47587177.0,70.0,2020,878.349171
Body Like A Back Road,Body Like A Back Road,Sam Hunt,2017-02-01,"1,520",37.7,874864898.0,78015.0,21590960.0,66.0,2017,874.864898
Classy 101,Classy 101,Feid,2023-03-31,195,109.1,872148396.0,90726.0,70485920.0,78.0,2023,872.148396
Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Piso 21,2017-10-20,"1,061",46.6,871780891.0,56085.0,22005461.0,68.0,2017,871.780891
Safaera,YHLQMDLG,Bad Bunny,2020-02-29,"1,331",40.7,868744690.0,116275.0,31273843.0,70.0,2020,868.74469
BICHOTA,BICHOTA,KAROL G,2020-10-23,385,77.8,868091483.0,86379.0,31261057.0,64.0,2020,868.091483
Shut up My Moms Calling,Shut up My Moms Calling - Single,Hotel Ugly,2020-02-10,"1,983",32.4,864865822.0,155446.0,25122611.0,82.0,2020,864.865822
Problem,The Edge (Mixed By G-Wizard & DJ Nino Brown),Ariana Grande,2014-01-01,"1,930",32.9,863631428.0,84796.0,36693869.0,70.0,2014,863.631428
Cupid - Twin Ver.,The Beginning: Cupid - Single,FIFTY FIFTY,2023-02-24,229,102.3,861388470.0,103040.0,37365896.0,48.0,2023,861.38847
Moth To A Flame (with The Weeknd),The Highlights (Deluxe),Swedish House Mafia,2021-02-05,"1,056",46.8,861100951.0,153435.0,41139591.0,74.0,2021,861.100951
Dance The Night,Barbie The Album,Dua Lipa,2023-07-21,"1,652",36.0,860026452.0,19743.0,10536844.0,67.0,2023,860.026452
Dance The Night - From Barbie The Album,Dance The Night (From Barbie The Album),Dua Lipa,2023-05-25,85,166.2,860026452.0,74769.0,139913794.0,80.0,2023,860.026452
Breakeven,Breakeven (Official 4K Video),The Script,2024-04-25,287,91.1,858979483.0,1.0,14.0,,2024,858.979483
Pop Out (feat. Lil Tjay),Pop Out (feat. Lil TJay),Polo G,2019-02-07,472,70.6,858059276.0,181654.0,27803039.0,70.0,2019,858.059276
Dancin (feat. Luvli) - Krono Remix,Dancin (Krono Remix),Aaron Smith,2014-11-07,"1,411",39.4,856908437.0,163911.0,32032973.0,71.0,2014,856.908437
love nwantiti (ah ah ah),CKay The First,CKay,2019-08-30,256,96.9,853451422.0,172458.0,43607688.0,71.0,2019,853.451422
Boy's a Liar Pt. 2,Boy's a liar Pt. 2,PinkPantheress,2023-02-03,96,153.6,851085705.0,129047.0,50996176.0,70.0,2023,851.085705
QLONA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,160,120.7,850810162.0,56104.0,79334561.0,82.0,2023,850.810162
Broccoli (feat. Lil Yachty),Broccoli (feat. Lil Yachty) - Single,DRAM,2016-04-06,"1,947",32.7,849055927.0,131131.0,22922803.0,58.0,2016,849.055927
Hold On,Hold On,Chord Overstreet,2017-02-03,"1,725",35.1,847578246.0,122390.0,28205829.0,73.0,2017,847.578246
About Damn Time,About Damn Time,Lizzo,2022-04-14,172,115.6,847025688.0,104052.0,47808065.0,66.0,2022,847.025688
Se Preparï¿,Se Preparï¿,Ozuna,2017-08-10,997,48.1,846909112.0,81897.0,37257314.0,73.0,2017,846.909112
Broccoli,Broccoli - Single,ati2x06,2024-01-17,626,64.9,846435891.0,1.0,42.0,,2024,846.435891
Leave Before You Love Me (with Jonas Brothers),Summer 2021,Marshmello,2021-04-28,810,53.9,844630935.0,94185.0,54080564.0,74.0,2021,844.630935
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,"1,912",33.1,842558786.0,55074.0,40675939.0,74.0,2021,842.558786
Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,2022-01-21,288,90.7,839405565.0,107431.0,27444811.0,75.0,2022,839.405565
Yandel 150,Yandel 150,Yandel,2022-12-20,247,98.1,837576264.0,102545.0,38825844.0,70.0,2022,837.576264
Lost on You,Lost On You,LP,2016-03-24,998,48.1,837042727.0,127522.0,22902207.0,70.0,2016,837.042727
One Call Away,One Call Away,Charlie Puth,2015-08-21,"1,604",36.6,833094374.0,74711.0,20494033.0,69.0,2015,833.094374
Neverita,Un Verano Sin Ti,Bad Bunny,2022-05-06,"1,139",44.6,831868563.0,93211.0,21780286.0,73.0,2022,831.868563
You Right,You Right,Doja Cat,2021-06-24,713,57.4,831648193.0,119953.0,44866271.0,72.0,2021,831.648193
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),So Fresh The Hits of Summer 2011 + The Best Of 2010,Shakira,2010-01-01,921,50.4,829352129.0,159324.0,36048887.0,61.0,2010,829.352129
UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),J Balvin,2020-07-24,"1,629",36.3,828608384.0,93376.0,34702149.0,64.0,2020,828.608384
Beautiful Crazy,Beautiful Crazy,Luke Combs,2018-05-04,"1,511",37.8,828103564.0,83834.0,17064586.0,77.0,2018,828.103564
I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,2022-06-03,179,112.5,827950825.0,118965.0,64661540.0,73.0,2022,827.950825
double take,double take,Dhruv,2019-05-24,"1,737",35.0,826685494.0,106975.0,21112809.0,76.0,2019,826.685494
Loco Contigo (feat. J. Balvin & Tyga),"Loco Contigo (with J. Balvin, feat. Tyga)",DJ Snake,2019-06-13,"1,144",44.4,822696809.0,141261.0,26970098.0,68.0,2019,822.696809
BOP,KIRK,DaBaby,2019-09-27,"1,021",47.5,820923123.0,158363.0,34079735.0,68.0,2019,820.923123
Kill This Love,Kill This Love,BLACKPINK,2019-04-04,361,80.4,820840650.0,63934.0,18843601.0,67.0,2019,820.84065
Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,2020-10-16,"1,431",38.9,820172575.0,119464.0,35423440.0,66.0,2020,820.172575
WHATS POPPIN,WHATS POPPIN,Jack Harlow,2020-01-21,854,52.6,819779577.0,161131.0,28874159.0,70.0,2020,819.779577
Fair Trade (with Travis Scott),Certified Lover Boy,Drake,2021-09-03,708,57.6,819136167.0,220374.0,42648915.0,75.0,2021,819.136167
First Class,First Class,Jack Harlow,2022-04-08,123,138.6,818858244.0,223609.0,49586777.0,71.0,2022,818.858244
Vaina Loca,Vaina Loca,Ozuna,2018-06-28,"1,963",32.5,818413674.0,68379.0,22527293.0,68.0,2018,818.413674
The Motto,The Motto,Tiï¿½ï¿,2021-11-04,540,66.2,818199643.0,147373.0,98477761.0,70.0,2021,818.199643
Pareja Del Aï¿½,Pareja Del Aï¿½,Sebastian Yatra,2021-04-16,779,54.9,817933263.0,104636.0,31495621.0,70.0,2021,817.933263
Nonsense,emails i can't send,Sabrina Carpenter,2022-07-15,"1,129",44.8,817286460.0,55620.0,61610668.0,83.0,2022,817.28646
Si Veo a Tu Mamï¿,YHLQMDLG,Bad Bunny,2020-02-29,"1,423",39.1,817199682.0,92013.0,18868123.0,70.0,2020,817.199682
Worth It,Reflection (Japan Deluxe Edition),Fifth Harmony,2014-01-01,"1,517",37.7,815946405.0,94852.0,36133465.0,67.0,2014,815.946405
All About That Bass,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Meghan Trainor,2014-01-01,573,63.6,815661095.0,92401.0,43164406.0,70.0,2014,815.661095
Sail,Back From Earth,AWOLNATION,2010-01-01,"1,523",37.6,814264073.0,145349.0,25209426.0,68.0,2010,814.264073
Popular,Popular [From The Idol Vol. 1 (Music from the HBO Original Series)],The Weeknd,2023-06-02,"1,682",35.6,812954133.0,8642.0,1440402.0,54.0,2023,812.954133
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Highlights (Deluxe),The Weeknd,2021-02-05,"1,142",44.5,812954133.0,137681.0,53947304.0,81.0,2021,812.954133
Rich Flex,Her Loss,Drake,2022-11-04,320,85.5,812274757.0,185579.0,57165405.0,73.0,2022,812.274757
Quï¿½ï¿½ Mï¿½ï¿,Quï¿½ï¿½ Mï¿½ï¿,J Balvin,2021-05-28,552,65.3,811810737.0,117049.0,31186381.0,67.0,2021,811.810737
2055,2055,Sleepy Hallow,2021-04-14,488,69.7,811700245.0,195603.0,31185690.0,77.0,2021,811.700245
Popular,Popular,The Weeknd,2024-02-22,"1,459",38.4,811545581.0,1.0,65.0,,2024,811.545581
Shower,Crave Vol. 9 (Mixed By DJ Havana Brown),Becky G,2014-01-01,"1,390",39.7,809840469.0,110573.0,53838139.0,73.0,2014,809.840469
679 (feat. Remy Boyz),679 (feat. Remy Boyz),Fetty Wap,2015-06-29,"1,863",33.7,808010338.0,130977.0,25603956.0,71.0,2015,808.010338
The Color Violet,Alone At Prom,Tory Lanez,2021-12-10,833,53.1,806918358.0,152298.0,19863721.0,79.0,2021,806.918358
Therefore I Am,Therefore I Am,Billie Eilish,2020-11-12,695,57.9,805133547.0,132298.0,34341587.0,67.0,2020,805.133547
Do It To It,Do It To It,ACRAZE,2021-08-20,324,85.2,805019111.0,238887.0,94531613.0,73.0,2021,805.019111
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,2022-10-12,190,110.1,804925777.0,128247.0,62532855.0,75.0,2022,804.925777
CUFF IT,RENAISSANCE,Beyoncï¿,2022-07-29,213,104.9,795960535.0,100204.0,68659216.0,73.0,2022,795.960535
Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-03-05,985,48.6,793287638.0,225513.0,37094631.0,71.0,2021,793.287638
Yummy,Yummy,Justin Bieber,2020-01-03,579,63.2,792379282.0,96177.0,23338709.0,62.0,2020,792.379282
THE SCOTTS,THE SCOTTS,THE SCOTTS,2020-04-24,"1,614",36.5,789962731.0,176635.0,30767602.0,68.0,2020,789.962731
Jealous,Jealous,Eyedress,2019-12-06,"1,615",36.5,789418331.0,170553.0,31361482.0,78.0,2019,789.418331
Venom - Music From The Motion Picture,Kamikaze,Eminem,2018-08-31,"1,290",41.4,788282679.0,139716.0,24601490.0,68.0,2018,788.282679
Holy (feat. Chance The Rapper),Holy,Justin Bieber,2020-09-18,950,49.3,787546548.0,110389.0,44478175.0,63.0,2020,787.546548
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,2022-04-27,120,141.0,787155930.0,183850.0,58397185.0,77.0,2022,787.15593
family ties,family ties - Single,Baby Keem,2021-08-27,945,49.5,786298066.0,204148.0,57623622.0,77.0,2021,786.298066
Sin Pijama,Sin Pijama,Becky G,2018-04-20,542,65.9,785389574.0,70607.0,24678614.0,61.0,2018,785.389574
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,317,85.8,785016247.0,210669.0,32702397.0,70.0,2020,785.016247
Amanece,Amanece,Anuel AA,2018-12-14,"1,457",38.4,784096553.0,80071.0,22684253.0,77.0,2018,784.096553
I Don't Fuck With You,I Don't Fuck With You,Big Sean,2014-09-19,"1,475",38.2,781790448.0,135134.0,33420257.0,67.0,2014,781.790448
Volvï¿,Volvï¿½ï¿½ - Si,Aventura,2021-08-03,"1,833",34.0,780755736.0,107320.0,35444438.0,72.0,2021,780.755736
Karma,Midnights,Taylor Swift,2022-10-21,"1,297",41.3,777305444.0,47435.0,45285568.0,75.0,2022,777.305444
Calling My Phone,Calling My Phone,Lil Tjay,2021-02-12,263,95.7,777064903.0,213153.0,29437172.0,71.0,2021,777.064903
Whoopty,Whoopty,CJ,2020-08-20,297,88.6,775664145.0,213464.0,28998615.0,61.0,2020,775.664145
Lose Control,Lose Control,Teddy Swims,2023-06-23,38,224.1,775135157.0,88239.0,180617454.0,87.0,2023,775.135157
Con Altura,Con Altura,ROSALï¿½,2019-03-28,566,63.9,770653954.0,81459.0,36880651.0,66.0,2019,770.653954
Look Back At It,Look Back At It,A Boogie Wit da Hoodie,2018-12-07,912,50.5,769061748.0,136145.0,21910460.0,73.0,2018,769.061748
Goosebumps - Remix,Goosebumps (Remix),Travis Scott,2021-01-15,"1,410",39.4,767502068.0,142094.0,65054729.0,70.0,2021,767.502068
Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,2020-05-01,"1,462",38.3,763384135.0,200270.0,32837352.0,72.0,2020,763.384135
fukumean,fukumean,Gunna,2023-06-15,39,221.1,759998727.0,188142.0,80392612.0,80.0,2023,759.998727
Secreto,Secreto,Anuel AA,2019-01-15,957,49.2,759388276.0,68502.0,18835572.0,65.0,2019,759.388276
"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,2013-01-01,374,79.5,759374819.0,64239.0,27371339.0,69.0,2013,759.374819
Hate Me (with Juice WRLD),Hate Me (with Juice WRLD),Ellie Goulding,2019-06-26,"1,677",35.6,756657781.0,127019.0,21769100.0,66.0,2019,756.657781
Tal Vez,Tal Vez,Paulo Londra,2019-04-03,"1,350",40.3,751585271.0,75691.0,21188829.0,67.0,2019,751.585271
Strangers,Strangers,Kenya Grace,2023-09-01,34,233.5,750154960.0,139141.0,103879363.0,79.0,2023,750.15496
Hold On,Hold On,Justin Bieber,2021-03-05,"1,433",38.9,749776475.0,98447.0,21788917.0,65.0,2021,749.776475
Yo Perreo Sola,YHLQMDLG,Bad Bunny,2020-02-29,"1,036",47.1,745086450.0,95154.0,29388631.0,67.0,2020,745.08645
Tarot,Un Verano Sin Ti,Bad Bunny,2022-05-06,796,54.3,742515730.0,93128.0,28604664.0,73.0,2022,742.51573
Panini,Panini,Lil Nas X,2019-06-20,"1,003",47.9,741766886.0,96241.0,16599790.0,62.0,2019,741.766886
"How Far I'll Go - From ""Moana""","How Far I'll Go (From ""Moana"")",Alessia Cara,2016-10-28,"1,476",38.1,740261910.0,49852.0,13088456.0,58.0,2016,740.26191
Alone,Alone,Alan Walker,2016-01-01,"1,667",35.7,738909649.0,98916.0,19195265.0,70.0,2016,738.909649
Reggaetï¿½ï¿½n Lento (Baile,Primera Cita,CNCO,2016-08-26,"1,497",37.9,738438810.0,65613.0,22623077.0,67.0,2016,738.43881
Supalonely,STELLA & STEVE,BENEE,2019-11-15,845,52.8,738407486.0,111662.0,26764629.0,62.0,2019,738.407486
Cradles,Cradles,Sub Urban,2019-01-04,418,75.2,737097685.0,155765.0,20317539.0,68.0,2019,737.097685
LA INOCENTE,Microdosis,Mora,2022-04-01,"1,461",38.4,736983718.0,92256.0,38659924.0,76.0,2022,736.983718
Pink Venom,Pink Venom,BLACKPINK,2022-08-19,266,95.6,736469450.0,48251.0,22817940.0,68.0,2022,736.46945
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,2021-09-03,348,82.1,732652170.0,217189.0,35225322.0,72.0,2021,732.65217
F.N,F.N,Lil Tjay,2019-08-09,461,71.7,731933924.0,186835.0,18420557.0,70.0,2019,731.933924
Party Girl,Party Girl,StaySolidRocky,2020-04-21,816,53.6,730440576.0,115574.0,16306099.0,67.0,2020,730.440576
Beautiful Mistakes (feat. Megan Thee Stallion),Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,2021-03-03,"1,362",40.2,730200775.0,93856.0,28511210.0,71.0,2021,730.200775
The London (feat. J. Cole & Travis Scott),The London (feat. J. Cole & Travis Scott),Young Thug,2019-05-23,"1,438",38.8,729825680.0,155380.0,26351002.0,62.0,2019,729.82568
Pure Water (with Migos),Pure Water (with Migos),Mustard,2019-01-16,"1,971",32.5,726877512.0,145514.0,22684851.0,66.0,2019,726.877512
Paradise (feat. Dermot Kennedy),Paradise,MEDUZA,2020-10-30,"1,679",35.6,726266033.0,118990.0,41567899.0,64.0,2020,726.266033
In The Stars,In The Stars,Benson Boone,2022-04-29,597,61.9,725214939.0,107667.0,48040727.0,74.0,2022,725.214939
Party,Un Verano Sin Ti,Bad Bunny,2022-05-06,789,54.7,725076772.0,83311.0,29009374.0,72.0,2022,725.076772
Normal,Normal,Feid,2022-07-08,804,54.1,724772954.0,76821.0,31039211.0,76.0,2022,724.772954
Fancy,The New Classic,Iggy Azalea,2014-01-01,"1,630",36.3,724486951.0,89470.0,32447335.0,61.0,2014,724.486951
Miï¿½ï¿½n,Miï¿½ï¿½n,TINI,2021-04-29,742,56.3,723722454.0,79670.0,35967048.0,73.0,2021,723.722454
Columbia,Columbia,Quevedo,2023-07-07,209,105.5,721002940.0,84161.0,56226278.0,79.0,2023,721.00294
Your Love (9PM),Your Love (9PM),ATB,2021-01-15,976,48.9,721002104.0,146298.0,62920572.0,71.0,2021,721.002104
Baby Shark,ııııııııı ıııııı ıııııııııııı,Pinkfong,2015-12-01,28,265.7,720822868.0,60945.0,7530769.0,71.0,2015,720.822868
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,2022-09-30,286,91.2,720822868.0,13.0,164.0,17.0,2022,720.822868
Made You Look,Takin' It Back,Meghan Trainor,2022-10-21,135,129.5,720720922.0,74295.0,89509926.0,77.0,2022,720.720922
11:00 PM,11:11,Maluma,2019-05-17,"1,596",36.7,719602988.0,64741.0,26033088.0,67.0,2019,719.602988
Te Felicito,Te Felicito,Shakira,2022-04-21,392,77.0,719593291.0,74269.0,37254627.0,67.0,2022,719.593291
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,2023-05-18,246,98.4,717849037.0,98440.0,37797217.0,72.0,2023,717.849037
Life Goes On,BE,BTS,2020-11-20,"1,594",36.7,717715448.0,43805.0,25129169.0,70.0,2020,717.715448
Party Rock Anthem,Sorry For Party Rocking (Japan Version),LMFAO,2011-01-01,"1,609",36.6,717233625.0,190770.0,55770260.0,68.0,2011,717.233625
Wasted On You,Dangerous: The Double Album,Morgan Wallen,2021-01-08,545,65.7,717226454.0,73851.0,11500647.0,79.0,2021,717.226454
La Jumpa,La Jumpa,Arcï¿½ï¿½,2022-11-30,726,56.9,716829483.0,99063.0,53041655.0,68.0,2022,716.829483
Take You Dancing,Take You Dancing,Jason Derulo,2020-07-22,"1,039",47.1,716319941.0,98905.0,32882211.0,65.0,2020,716.319941
POPSTAR (feat. Drake),POPSTAR (feat. Drake),DJ Khaled,2020-07-17,"1,247",42.4,712664065.0,165234.0,35485186.0,63.0,2020,712.664065
Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),Tainy,2019-08-22,871,51.7,711861577.0,84611.0,28656289.0,69.0,2019,711.861577
Lavender Haze,Midnights,Taylor Swift,2022-10-21,"1,090",45.9,711138043.0,42535.0,28394531.0,73.0,2022,711.138043
End of Beginning,DECIDE,Djo,2022-09-16,918,50.5,710784872.0,64517.0,191969474.0,90.0,2022,710.784872
Sky,Whole Lotta Red,Playboi Carti,2020-12-25,"1,147",44.3,710319373.0,209136.0,30701216.0,74.0,2020,710.319373
OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,2019-12-27,675,58.8,709850383.0,165912.0,33706762.0,70.0,2019,709.850383
Mayores,Mayores,Becky G,2017-07-14,709,57.6,709559454.0,66677.0,26417997.0,66.0,2017,709.559454
Me Niego (feat. Ozuna & Wisin),Me Niego,Reik,2018-02-16,"1,814",34.2,708166969.0,58098.0,19508090.0,66.0,2018,708.166969
Freestyle,Too Hard,Lil Baby,2017-12-01,"1,735",35.0,706489684.0,169855.0,37807345.0,75.0,2017,706.489684
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,2022-12-02,218,104.4,706356280.0,166277.0,62975073.0,77.0,2022,706.35628
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),SUBEME LA RADIO,Enrique Iglesias,2017-02-24,"1,313",41.1,706158416.0,87667.0,24084151.0,65.0,2017,706.158416
My Oh My (feat. DaBaby),Romance,Camila Cabello,2019-12-06,"1,218",42.9,703865912.0,78873.0,23552368.0,68.0,2019,703.865912
Volando (Remix),Volando (Remix),Mora,2021-07-08,"1,052",46.8,701919939.0,105247.0,22304375.0,68.0,2021,701.919939
DDU-DU DDU-DU,SQUARE UP,BLACKPINK,2018-06-15,434,74.0,701726499.0,51129.0,14859569.0,65.0,2018,701.726499
Moonlight,Moonlight,Kali Uchis,2023-02-24,275,93.1,701558859.0,110539.0,46729655.0,74.0,2023,701.558859
Bandido,Bandido,Myke Towers,2020-12-10,717,57.2,700122551.0,99936.0,23605544.0,68.0,2020,700.122551
Cheap Thrills,This Is Acting,Sia,2016-01-29,"1,924",33.0,699374947.0,88850.0,23034012.0,72.0,2016,699.374947
Go Crazy,Slime & B,Young Thug,2020-05-05,721,57.0,699336080.0,126934.0,20887762.0,68.0,2020,699.33608
La Bicicleta,La Bicicleta,Carlos Vives,2016-05-27,"1,802",34.3,697574595.0,60309.0,20351309.0,69.0,2016,697.574595
Otro Trago,Sueï¿½ï,Sech,2019-04-18,"1,172",43.8,693061510.0,73605.0,21529712.0,63.0,2019,693.06151
Sprinter,Sprinter - Single,Dave,2023-06-01,78,168.1,692512930.0,199828.0,55464762.0,78.0,2023,692.51293
Toxic,Faded,BoyWithUke,2021-09-10,662,59.1,690010618.0,145080.0,16730668.0,69.0,2021,690.010618
Mon Amour - Remix,Mon Amour (Remix),zzoilo,2021-08-18,"1,381",39.8,689939531.0,101479.0,31506074.0,72.0,2021,689.939531
Anyone,Anyone,Justin Bieber,2021-01-01,"1,687",35.6,689413808.0,86677.0,29278931.0,63.0,2021,689.413808
PERRO NEGRO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,175,114.2,689181455.0,61138.0,90492257.0,83.0,2023,689.181455
One Step Closer,Papercuts,Linkin Park,2024-04-12,640,59.8,687919107.0,91.0,485893.0,,2024,687.919107
Don't Be Shy,Don't Be Shy - Single,Tiï¿½ï¿,2021-08-12,670,58.9,686371118.0,95938.0,62300199.0,69.0,2021,686.371118
Que Vuelvas,Que Vuelvas - Single,Carin Leon,2022-12-09,314,86.1,684853927.0,42893.0,25716699.0,73.0,2022,684.853927
LADY GAGA,LADY GAGA,Peso Pluma,2023-06-22,212,105.2,684204777.0,48370.0,25130304.0,78.0,2023,684.204777
El Azul,El Azul - Single,Junior H,2023-02-10,"1,206",43.1,684103586.0,42304.0,22784674.0,76.0,2023,684.103586
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,2022-12-02,269,94.5,682837690.0,155771.0,28629209.0,80.0,2022,682.83769
Legends,Legends,Juice WRLD,2018-06-22,"1,166",44.0,681282854.0,118639.0,18809173.0,63.0,2018,681.282854
Doja,Doja,Central Cee,2022-07-21,360,80.5,676519766.0,192241.0,57503569.0,74.0,2022,676.519766
Standing Next to You,GOLDEN,Jung Kook,2023-11-03,321,85.5,675865902.0,23181.0,58344509.0,85.0,2023,675.865902
